Company_ID,Industry_Niche,Current_Gateway,Monthly_Volume_USD,Effective_Monthly_Fee_Lost_USD,Projected_24M_LTV_USD,Probability_to_Convert,Optimized_Target_CAC_USD,GTM_Target_Priority
IND-4677,IT Service Agency,Payoneer,39685.24,1127.5,8595.82,0.7865,2028.18,High Propensity (>75%)
IND-4678,Freelance Developer,PayPal,7432.01,264.04,1609.77,0.1169,56.45,Low Propensity (<40%)
IND-4679,IT Service Agency,Traditional Bank,27806.78,861.41,6022.95,0.7673,1386.42,High Propensity (>75%)
IND-4680,Freelance Developer,Traditional Bank,4738.85,185.7,1026.43,0.1234,38.0,Low Propensity (<40%)
IND-4681,IT Service Agency,Payoneer,39613.31,1155.99,8580.24,0.7844,2019.1,High Propensity (>75%)
IND-4682,Freelance Developer,Traditional Bank,4128.29,109.13,894.19,0.0985,26.42,Low Propensity (<40%)
IND-4683,IT Service Agency,PayPal,39643.21,1693.13,8586.72,0.7917,2039.43,High Propensity (>75%)
IND-4684,Freelance Developer,Traditional Bank,6110.8,246.06,1323.6,0.1052,41.77,Low Propensity (<40%)
IND-4685,SaaS Startup,PayPal,26499.57,991.17,5739.81,0.7918,1363.43,High Propensity (>75%)
IND-4686,D2C E-commerce,Traditional Bank,11970.05,540.78,2592.71,0.7944,617.9,High Propensity (>75%)
IND-4687,IT Service Agency,Traditional Bank,25572.25,1274.91,5538.95,0.8142,1352.94,High Propensity (>75%)
IND-4688,IT Service Agency,Traditional Bank,31924.23,1009.0,6914.79,0.7839,1626.15,High Propensity (>75%)
IND-4689,IT Service Agency,Traditional Bank,25322.48,744.15,5484.85,0.7655,1259.59,High Propensity (>75%)
IND-4690,Freelance Developer,PayPal,6129.0,270.79,1327.54,0.1043,41.54,Low Propensity (<40%)
IND-4691,SaaS Startup,PayPal,13029.49,528.52,2822.19,0.7947,672.84,High Propensity (>75%)
IND-4692,Freelance Developer,Traditional Bank,9666.03,359.06,2093.66,0.197,123.73,Low Propensity (<40%)
IND-4693,IT Service Agency,Traditional Bank,47959.28,1939.15,10387.98,0.7991,2490.31,High Propensity (>75%)
IND-4694,IT Service Agency,PayPal,35125.76,1497.77,7608.24,0.8025,1831.68,High Propensity (>75%)
IND-4695,IT Service Agency,PayPal,43673.94,1877.16,9459.78,0.783,2222.1,High Propensity (>75%)
IND-4696,D2C E-commerce,Stripe,6815.99,167.61,1476.34,0.0874,38.71,Low Propensity (<40%)
IND-4697,Freelance Developer,PayPal,10046.75,378.28,2176.13,0.5471,357.17,Medium Propensity (40-75%)
IND-4698,D2C E-commerce,PayPal,12048.93,426.66,2609.8,0.7027,550.17,Medium Propensity (40-75%)
IND-4699,IT Service Agency,PayPal,33795.03,1380.74,7320.0,0.7876,1729.57,High Propensity (>75%)
IND-4700,Freelance Developer,Stripe,1288.13,25.18,279.01,0.119,9.96,Low Propensity (<40%)
IND-4701,Freelance Developer,Payoneer,5972.57,145.94,1293.66,0.0991,38.46,Low Propensity (<40%)
IND-4702,IT Service Agency,Traditional Bank,23936.56,866.04,5184.66,0.7815,1215.54,High Propensity (>75%)
IND-4703,Freelance Developer,Traditional Bank,5203.31,154.95,1127.04,0.0987,33.37,Low Propensity (<40%)
IND-4704,D2C E-commerce,Traditional Bank,12278.63,458.49,2659.55,0.7788,621.38,High Propensity (>75%)
IND-4705,Freelance Developer,PayPal,2844.51,117.16,616.12,0.1111,20.54,Low Propensity (<40%)
IND-4706,Freelance Developer,Payoneer,3391.28,92.89,734.55,0.0468,10.31,Low Propensity (<40%)
IND-4707,IT Service Agency,PayPal,37257.88,1435.51,8070.06,0.7936,1921.32,High Propensity (>75%)
IND-4708,IT Service Agency,Traditional Bank,22185.09,662.79,4805.29,0.7866,1133.95,High Propensity (>75%)
IND-4709,D2C E-commerce,Payoneer,11255.94,241.91,2438.04,0.0923,67.51,Low Propensity (<40%)
IND-4710,IT Service Agency,Payoneer,41632.73,1128.44,9017.65,0.7837,2120.14,High Propensity (>75%)
IND-4711,Freelance Developer,Traditional Bank,10204.96,368.91,2210.39,0.615,407.82,Medium Propensity (40-75%)
IND-4712,Freelance Developer,PayPal,5955.18,247.69,1289.89,0.106,41.02,Low Propensity (<40%)
IND-4713,Freelance Developer,PayPal,3165.48,121.75,685.64,0.1394,28.67,Low Propensity (<40%)
IND-4714,D2C E-commerce,Payoneer,13164.43,249.1,2851.42,0.0636,54.4,Low Propensity (<40%)
IND-4715,IT Service Agency,Payoneer,35315.89,965.15,7649.42,0.7967,1828.29,High Propensity (>75%)
IND-4716,IT Service Agency,PayPal,31505.75,1009.62,6824.15,0.7888,1614.87,High Propensity (>75%)
IND-4717,IT Service Agency,PayPal,44030.58,1700.11,9537.02,0.7924,2267.14,High Propensity (>75%)
IND-4718,SaaS Startup,Payoneer,21304.84,396.83,4614.63,0.061,84.45,Low Propensity (<40%)
IND-4719,IT Service Agency,PayPal,44078.52,1391.63,9547.41,0.7956,2278.78,High Propensity (>75%)
IND-4720,IT Service Agency,Traditional Bank,31855.56,1220.44,6899.91,0.7801,1614.79,High Propensity (>75%)
IND-4721,Freelance Developer,Payoneer,7651.0,176.03,1657.21,0.0812,40.37,Low Propensity (<40%)
IND-4722,D2C E-commerce,Traditional Bank,14167.57,610.93,3068.7,0.7919,729.03,High Propensity (>75%)
IND-4723,IT Service Agency,Traditional Bank,25288.1,1126.93,5477.4,0.8056,1323.78,High Propensity (>75%)
IND-4724,IT Service Agency,Payoneer,56773.2,1498.48,12297.08,0.8053,2970.85,High Propensity (>75%)
IND-4725,D2C E-commerce,Payoneer,5875.11,127.11,1272.55,0.0887,33.86,Low Propensity (<40%)
IND-4726,IT Service Agency,PayPal,27612.61,1126.61,5980.89,0.7699,1381.41,High Propensity (>75%)
IND-4727,IT Service Agency,Traditional Bank,28729.72,1172.41,6222.86,0.7951,1484.34,High Propensity (>75%)
IND-4728,IT Service Agency,Traditional Bank,60083.06,2192.22,13013.99,0.7601,2967.58,High Propensity (>75%)
IND-4729,SaaS Startup,Traditional Bank,30841.15,1270.34,6680.19,0.7903,1583.8,High Propensity (>75%)
IND-4730,IT Service Agency,Traditional Bank,49939.28,2498.68,10816.85,0.8264,2681.71,High Propensity (>75%)
IND-4731,D2C E-commerce,Payoneer,13346.71,244.12,2890.9,0.0754,65.39,Low Propensity (<40%)
IND-4732,SaaS Startup,Traditional Bank,34557.07,1679.02,7485.06,0.796,1787.43,High Propensity (>75%)
IND-4733,SaaS Startup,PayPal,22210.11,696.83,4810.71,0.7723,1114.59,High Propensity (>75%)
IND-4734,IT Service Agency,Traditional Bank,44772.63,1499.03,9697.75,0.8,2327.46,High Propensity (>75%)
IND-4735,SaaS Startup,Stripe,21078.17,381.33,4565.53,0.061,83.55,Low Propensity (<40%)
IND-4736,Freelance Developer,Traditional Bank,4901.07,204.03,1061.57,0.1097,34.94,Low Propensity (<40%)
IND-4737,Freelance Developer,Traditional Bank,4496.44,129.67,973.93,0.1101,32.17,Low Propensity (<40%)
IND-4738,Freelance Developer,Traditional Bank,4580.72,222.09,992.18,0.1351,40.21,Low Propensity (<40%)
IND-4739,SaaS Startup,PayPal,23650.95,1019.99,5122.8,0.798,1226.4,High Propensity (>75%)
IND-4740,D2C E-commerce,PayPal,16836.0,691.75,3646.68,0.8054,881.11,High Propensity (>75%)
IND-4741,Freelance Developer,PayPal,4937.06,187.09,1069.37,0.1255,40.26,Low Propensity (<40%)
IND-4742,Freelance Developer,PayPal,8019.05,358.05,1736.93,0.1333,69.46,Low Propensity (<40%)
IND-4743,IT Service Agency,Traditional Bank,5332.47,251.18,1155.01,0.1168,40.47,Low Propensity (<40%)
IND-4744,IT Service Agency,PayPal,40098.87,1531.71,8685.42,0.7952,2072.0,High Propensity (>75%)
IND-4745,IT Service Agency,PayPal,42177.39,1755.36,9135.62,0.7911,2168.16,High Propensity (>75%)
IND-4746,Freelance Developer,Traditional Bank,7293.93,293.3,1579.87,0.1154,54.7,Low Propensity (<40%)
IND-4747,SaaS Startup,Traditional Bank,19610.77,793.52,4247.69,0.7975,1016.26,High Propensity (>75%)
IND-4748,SaaS Startup,Traditional Bank,21247.52,725.31,4602.21,0.7902,1091.0,High Propensity (>75%)
IND-4749,Freelance Developer,Traditional Bank,6971.9,260.83,1510.11,0.1225,55.5,Low Propensity (<40%)
IND-4750,Freelance Developer,PayPal,7982.33,254.34,1728.97,0.0932,48.34,Low Propensity (<40%)
IND-4751,D2C E-commerce,Traditional Bank,13497.32,474.38,2923.52,0.8173,716.82,High Propensity (>75%)
IND-4752,IT Service Agency,Traditional Bank,37669.76,1630.51,8159.27,0.7984,1954.31,High Propensity (>75%)
IND-4753,Freelance Developer,Traditional Bank,8357.15,417.27,1810.16,0.1195,64.89,Low Propensity (<40%)
IND-4754,IT Service Agency,Stripe,13759.73,347.87,2980.36,0.6555,586.09,Medium Propensity (40-75%)
IND-4755,IT Service Agency,Payoneer,28099.87,666.97,6086.43,0.1397,255.08,Low Propensity (<40%)
IND-4756,IT Service Agency,Traditional Bank,49658.36,2073.4,10756.0,0.8129,2623.06,High Propensity (>75%)
IND-4757,IT Service Agency,Traditional Bank,45925.38,1398.34,9947.44,0.8054,2403.5,High Propensity (>75%)
IND-4758,SaaS Startup,Traditional Bank,23134.67,1023.08,5010.97,0.798,1199.62,High Propensity (>75%)
IND-4759,Freelance Developer,PayPal,4102.81,133.23,888.67,0.0983,26.21,Low Propensity (<40%)
IND-4760,IT Service Agency,Traditional Bank,26181.82,863.53,5670.98,0.7807,1328.2,High Propensity (>75%)
IND-4761,Freelance Developer,PayPal,3817.57,156.93,826.89,0.1185,29.4,Low Propensity (<40%)
IND-4762,SaaS Startup,PayPal,29288.05,1036.83,6343.79,0.7841,1492.25,High Propensity (>75%)
IND-4763,IT Service Agency,Payoneer,28715.57,460.89,6219.79,0.1458,272.06,Low Propensity (<40%)
IND-4764,SaaS Startup,Traditional Bank,20608.54,972.43,4463.81,0.8084,1082.56,High Propensity (>75%)
IND-4765,IT Service Agency,Payoneer,27462.92,553.93,5948.47,0.1347,240.38,Low Propensity (<40%)
IND-4766,SaaS Startup,Payoneer,25056.64,408.74,5427.27,0.0694,112.99,Low Propensity (<40%)
IND-4767,SaaS Startup,Traditional Bank,16767.64,454.33,3631.87,0.8212,894.75,High Propensity (>75%)
IND-4768,IT Service Agency,Traditional Bank,34024.06,1094.62,7369.61,0.7913,1749.47,High Propensity (>75%)
IND-4769,IT Service Agency,Traditional Bank,18166.18,551.33,3934.79,0.816,963.24,High Propensity (>75%)
IND-4770,SaaS Startup,Traditional Bank,10319.79,468.14,2235.27,0.798,535.12,High Propensity (>75%)
IND-4771,D2C E-commerce,Traditional Bank,15038.37,509.1,3257.31,0.818,799.34,High Propensity (>75%)
IND-4772,IT Service Agency,PayPal,21748.43,935.97,4710.71,0.7933,1121.1,High Propensity (>75%)
IND-4773,Freelance Developer,PayPal,9210.17,303.8,1994.92,0.1414,84.62,Low Propensity (<40%)
IND-4774,Freelance Developer,Stripe,1000.0,20.48,216.6,0.275,17.87,Low Propensity (<40%)
IND-4775,D2C E-commerce,Traditional Bank,10999.12,475.07,2382.41,0.7858,561.63,High Propensity (>75%)
IND-4776,Freelance Developer,Stripe,5033.4,109.59,1090.23,0.0947,30.97,Low Propensity (<40%)
IND-4777,SaaS Startup,Traditional Bank,17809.2,729.04,3857.47,0.8043,930.77,High Propensity (>75%)
IND-4778,Freelance Developer,Payoneer,2791.71,82.46,604.68,0.046,8.35,Low Propensity (<40%)
IND-4779,Freelance Developer,Traditional Bank,3084.14,95.9,668.02,0.0457,9.16,Low Propensity (<40%)
IND-4780,IT Service Agency,Traditional Bank,25093.46,973.73,5435.24,0.7913,1290.27,High Propensity (>75%)
IND-4781,IT Service Agency,Payoneer,32132.78,946.24,6959.96,0.79,1649.51,High Propensity (>75%)
IND-4782,IT Service Agency,Traditional Bank,54519.29,1497.11,11808.88,0.819,2901.44,High Propensity (>75%)
IND-4783,Freelance Developer,PayPal,5155.87,163.56,1116.76,0.1029,34.47,Low Propensity (<40%)
IND-4784,Freelance Developer,PayPal,7365.8,251.43,1595.43,0.135,64.61,Low Propensity (<40%)
IND-4785,IT Service Agency,PayPal,40069.76,1618.07,8679.11,0.7977,2077.0,High Propensity (>75%)
IND-4786,SaaS Startup,PayPal,26683.17,926.43,5779.57,0.7975,1382.76,High Propensity (>75%)
IND-4787,SaaS Startup,Payoneer,3200.21,58.84,693.17,0.044,9.15,Low Propensity (<40%)
IND-4788,IT Service Agency,Traditional Bank,31955.42,1188.69,6921.54,0.7825,1624.83,High Propensity (>75%)
IND-4789,D2C E-commerce,PayPal,21535.68,858.17,4664.63,0.7748,1084.25,High Propensity (>75%)
IND-4790,IT Service Agency,Payoneer,29282.64,562.34,6342.62,0.1317,250.6,Low Propensity (<40%)
IND-4791,IT Service Agency,Traditional Bank,52624.73,1774.85,11398.52,0.8144,2784.88,High Propensity (>75%)
IND-4792,SaaS Startup,Traditional Bank,28903.34,1198.45,6260.46,0.7962,1495.37,High Propensity (>75%)
IND-4793,Freelance Developer,Payoneer,4061.74,122.46,879.77,0.0988,26.08,Low Propensity (<40%)
IND-4794,IT Service Agency,PayPal,29968.36,1222.12,6491.15,0.7915,1541.32,High Propensity (>75%)
IND-4795,Freelance Developer,PayPal,2972.79,126.8,643.91,0.1211,23.39,Low Propensity (<40%)
IND-4796,SaaS Startup,Traditional Bank,16222.43,564.52,3513.78,0.8092,853.0,High Propensity (>75%)
IND-4797,IT Service Agency,PayPal,22674.11,792.47,4911.21,0.77,1134.49,High Propensity (>75%)
IND-4798,IT Service Agency,Traditional Bank,39288.11,1467.02,8509.8,0.797,2034.69,High Propensity (>75%)
IND-4799,SaaS Startup,PayPal,11263.72,491.4,2439.72,0.8031,587.8,High Propensity (>75%)
IND-4800,IT Service Agency,Payoneer,41037.33,921.97,8888.69,0.1876,500.26,Low Propensity (<40%)
IND-4801,D2C E-commerce,Traditional Bank,18140.39,856.38,3929.21,0.8028,946.31,High Propensity (>75%)
IND-4802,Freelance Developer,PayPal,1677.59,76.91,363.37,0.0712,7.76,Low Propensity (<40%)
IND-4803,D2C E-commerce,Stripe,22749.09,361.46,4927.45,0.0751,111.02,Low Propensity (<40%)
IND-4804,IT Service Agency,PayPal,40136.09,1246.97,8693.48,0.7819,2039.23,High Propensity (>75%)
IND-4805,D2C E-commerce,Payoneer,18748.49,332.42,4060.92,0.0646,78.7,Low Propensity (<40%)
IND-4806,SaaS Startup,PayPal,15448.01,561.1,3346.04,0.8069,809.98,High Propensity (>75%)
IND-4807,IT Service Agency,Payoneer,41223.79,718.85,8929.07,0.1127,301.89,Low Propensity (<40%)
IND-4808,IT Service Agency,Traditional Bank,46263.93,2214.98,10020.77,0.8034,2415.21,High Propensity (>75%)
IND-4809,IT Service Agency,Traditional Bank,34013.92,887.61,7367.42,0.738,1631.15,Medium Propensity (40-75%)
IND-4810,Freelance Developer,Traditional Bank,9003.84,300.14,1950.23,0.1295,75.76,Low Propensity (<40%)
IND-4811,SaaS Startup,PayPal,20264.39,686.05,4389.27,0.8074,1063.17,High Propensity (>75%)
IND-4812,IT Service Agency,Payoneer,46407.86,1366.69,10051.94,0.7933,2392.26,High Propensity (>75%)
IND-4813,Freelance Developer,Traditional Bank,5586.02,238.69,1209.93,0.1088,39.49,Low Propensity (<40%)
IND-4814,IT Service Agency,PayPal,40855.22,1802.3,8849.24,0.7866,2088.24,High Propensity (>75%)
IND-4815,SaaS Startup,Payoneer,9972.01,296.95,2159.94,0.4583,296.97,Medium Propensity (40-75%)
IND-4816,IT Service Agency,PayPal,38710.54,1515.15,8384.7,0.7953,2000.5,High Propensity (>75%)
IND-4817,Freelance Developer,Traditional Bank,3530.05,112.74,764.61,0.0921,21.13,Low Propensity (<40%)
IND-4818,Freelance Developer,PayPal,3307.2,110.94,716.34,0.0839,18.03,Low Propensity (<40%)
IND-4819,SaaS Startup,Traditional Bank,30464.62,947.11,6598.64,0.7844,1552.79,High Propensity (>75%)
IND-4820,IT Service Agency,Traditional Bank,32862.3,1436.93,7117.97,0.7949,1697.42,High Propensity (>75%)
IND-4821,IT Service Agency,Stripe,24966.98,396.51,5407.85,0.0622,100.91,Low Propensity (<40%)
IND-4822,Freelance Developer,Traditional Bank,4281.74,115.4,927.42,0.0983,27.35,Low Propensity (<40%)
IND-4823,IT Service Agency,Traditional Bank,21995.5,889.1,4764.23,0.7957,1137.27,High Propensity (>75%)
IND-4824,IT Service Agency,Payoneer,49338.84,1247.15,10686.79,0.7419,2378.56,Medium Propensity (40-75%)
IND-4825,IT Service Agency,Traditional Bank,28043.19,1190.37,6074.15,0.7986,1455.25,High Propensity (>75%)
IND-4826,SaaS Startup,PayPal,23175.8,844.28,5019.88,0.7603,1144.98,High Propensity (>75%)
IND-4827,SaaS Startup,Traditional Bank,28136.64,1291.71,6094.4,0.8081,1477.46,High Propensity (>75%)
IND-4828,Freelance Developer,Traditional Bank,3999.69,156.53,866.33,0.129,33.53,Low Propensity (<40%)
IND-4829,IT Service Agency,Traditional Bank,40320.22,1156.56,8733.36,0.7844,2055.13,High Propensity (>75%)
IND-4830,IT Service Agency,Traditional Bank,24699.14,1139.73,5349.83,0.8055,1292.79,High Propensity (>75%)
IND-4831,Freelance Developer,PayPal,9891.54,448.87,2142.51,0.434,278.96,Medium Propensity (40-75%)
IND-4832,Freelance Developer,Payoneer,6872.76,111.02,1488.64,0.0693,30.95,Low Propensity (<40%)
IND-4833,IT Service Agency,PayPal,33073.94,1196.58,7163.82,0.7846,1686.22,High Propensity (>75%)
IND-4834,SaaS Startup,Stripe,15363.0,310.29,3327.63,0.0937,93.54,Low Propensity (<40%)
IND-4835,IT Service Agency,Traditional Bank,33860.03,995.4,7334.08,0.7931,1745.0,High Propensity (>75%)
IND-4836,D2C E-commerce,PayPal,13300.08,595.13,2880.8,0.7913,683.87,High Propensity (>75%)
IND-4837,IT Service Agency,PayPal,54529.45,1913.35,11811.08,0.8082,2863.71,High Propensity (>75%)
IND-4838,D2C E-commerce,Stripe,8872.33,208.94,1921.75,0.0794,45.78,Low Propensity (<40%)
IND-4839,Freelance Developer,Traditional Bank,5269.6,224.47,1141.4,0.1156,39.58,Low Propensity (<40%)
IND-4840,SaaS Startup,PayPal,19889.97,790.25,4308.17,0.797,1030.08,High Propensity (>75%)
IND-4841,IT Service Agency,Payoneer,33825.9,620.23,7326.69,0.1073,235.84,Low Propensity (<40%)
IND-4842,SaaS Startup,Traditional Bank,19348.3,609.5,4190.84,0.8006,1006.56,High Propensity (>75%)
IND-4843,SaaS Startup,Payoneer,19303.58,311.18,4181.16,0.0693,86.92,Low Propensity (<40%)
IND-4844,IT Service Agency,Traditional Bank,43730.66,1407.17,9472.06,0.7956,2260.79,High Propensity (>75%)
IND-4845,Freelance Developer,Payoneer,6217.97,129.87,1346.81,0.0996,40.24,Low Propensity (<40%)
IND-4846,D2C E-commerce,Stripe,17094.56,410.09,3702.68,0.1452,161.29,Low Propensity (<40%)
IND-4847,SaaS Startup,PayPal,1796.06,65.15,389.03,0.0663,7.74,Low Propensity (<40%)
IND-4848,Freelance Developer,PayPal,5599.59,237.34,1212.87,0.1079,39.26,Low Propensity (<40%)
IND-4849,IT Service Agency,Traditional Bank,18443.61,683.12,3994.89,0.7964,954.46,High Propensity (>75%)
IND-4850,SaaS Startup,Stripe,23877.92,552.88,5171.96,0.1535,238.17,Low Propensity (<40%)
IND-4851,IT Service Agency,PayPal,49744.97,2268.16,10774.76,0.811,2621.5,High Propensity (>75%)
IND-4852,Freelance Developer,Traditional Bank,3147.52,101.17,681.75,0.0457,9.35,Low Propensity (<40%)
IND-4853,D2C E-commerce,PayPal,13691.1,597.44,2965.49,0.7913,703.98,High Propensity (>75%)
IND-4854,Freelance Developer,PayPal,3801.29,153.16,823.36,0.1185,29.27,Low Propensity (<40%)
IND-4855,IT Service Agency,Traditional Bank,47354.32,2218.22,10256.95,0.8038,2473.36,High Propensity (>75%)
IND-4856,IT Service Agency,Traditional Bank,35950.28,1528.39,7786.83,0.7997,1868.14,High Propensity (>75%)
IND-4857,SaaS Startup,Traditional Bank,30369.98,1120.3,6578.14,0.7869,1552.9,High Propensity (>75%)
IND-4858,SaaS Startup,PayPal,22482.53,771.8,4869.72,0.7728,1129.0,High Propensity (>75%)
IND-4859,Freelance Developer,PayPal,5484.9,173.99,1188.03,0.0892,31.79,Low Propensity (<40%)
IND-4860,Freelance Developer,PayPal,5136.41,203.99,1112.55,0.1343,44.83,Low Propensity (<40%)
IND-4861,Freelance Developer,Payoneer,6635.98,202.15,1437.35,0.0939,40.49,Low Propensity (<40%)
IND-4862,IT Service Agency,Payoneer,17623.14,473.8,3817.17,0.8195,938.45,High Propensity (>75%)
IND-4863,IT Service Agency,PayPal,35853.44,1282.44,7765.86,0.7873,1834.22,High Propensity (>75%)
IND-4864,IT Service Agency,Traditional Bank,34299.54,1614.24,7429.28,0.8037,1791.27,High Propensity (>75%)
IND-4865,IT Service Agency,PayPal,42254.19,1791.07,9152.26,0.7896,2167.99,High Propensity (>75%)
IND-4866,SaaS Startup,PayPal,18873.79,663.01,4088.06,0.8033,985.18,High Propensity (>75%)
IND-4867,Freelance Developer,PayPal,2922.53,89.21,633.02,0.0457,8.68,Low Propensity (<40%)
IND-4868,Freelance Developer,PayPal,5014.7,163.85,1086.18,0.0984,32.06,Low Propensity (<40%)
IND-4869,IT Service Agency,Traditional Bank,24171.59,1156.27,5235.57,0.8071,1267.69,High Propensity (>75%)
IND-4870,IT Service Agency,Stripe,15747.38,377.1,3410.88,0.1292,132.21,Low Propensity (<40%)
IND-4871,IT Service Agency,Traditional Bank,42271.22,1386.35,9155.95,0.7956,2185.34,High Propensity (>75%)
IND-4872,IT Service Agency,PayPal,40790.62,1428.81,8835.25,0.7874,2087.06,High Propensity (>75%)
IND-4873,Freelance Developer,Traditional Bank,5934.18,271.23,1285.34,0.1051,40.53,Low Propensity (<40%)
IND-4874,IT Service Agency,Stripe,48029.28,1187.64,10403.14,0.3277,1022.73,Low Propensity (<40%)
IND-4875,SaaS Startup,Traditional Bank,16009.81,721.68,3467.72,0.8185,851.5,High Propensity (>75%)
IND-4876,IT Service Agency,Traditional Bank,20688.86,853.85,4481.21,0.8012,1077.1,High Propensity (>75%)
IND-4877,Freelance Developer,Traditional Bank,4859.94,152.95,1052.66,0.0926,29.24,Low Propensity (<40%)
IND-4878,SaaS Startup,Traditional Bank,17915.0,688.38,3880.39,0.8014,932.92,High Propensity (>75%)
IND-4879,IT Service Agency,Traditional Bank,26577.04,851.22,5756.59,0.7741,1336.85,High Propensity (>75%)
IND-4880,SaaS Startup,PayPal,19520.91,843.63,4228.23,0.8012,1016.3,High Propensity (>75%)
IND-4881,Freelance Developer,PayPal,3776.79,138.95,818.05,0.1355,33.25,Low Propensity (<40%)
IND-4882,D2C E-commerce,Traditional Bank,5819.97,272.4,1260.61,0.1052,39.79,Low Propensity (<40%)
IND-4883,IT Service Agency,Traditional Bank,30588.23,1080.56,6625.41,0.7837,1557.7,High Propensity (>75%)
IND-4884,Freelance Developer,Payoneer,2727.25,76.43,590.72,0.0482,8.54,Low Propensity (<40%)
IND-4885,D2C E-commerce,PayPal,16158.24,572.95,3499.87,0.8081,848.47,High Propensity (>75%)
IND-4886,D2C E-commerce,Payoneer,11719.83,259.88,2538.52,0.1023,77.91,Low Propensity (<40%)
IND-4887,Freelance Developer,PayPal,7223.26,286.72,1564.56,0.1155,54.21,Low Propensity (<40%)
IND-4888,Freelance Developer,Traditional Bank,8207.73,226.31,1777.79,0.0874,46.61,Low Propensity (<40%)
IND-4889,SaaS Startup,Traditional Bank,24076.29,1191.33,5214.92,0.8072,1262.84,High Propensity (>75%)
IND-4890,Freelance Developer,Traditional Bank,1897.95,77.24,411.1,0.0543,6.7,Low Propensity (<40%)
IND-4891,SaaS Startup,Payoneer,29031.18,671.96,6288.15,0.1477,278.63,Low Propensity (<40%)
IND-4892,Freelance Developer,Stripe,8151.44,196.84,1765.6,0.0813,43.06,Low Propensity (<40%)
IND-4893,SaaS Startup,PayPal,20112.74,881.73,4356.42,0.8104,1059.13,High Propensity (>75%)
IND-4894,Freelance Developer,Traditional Bank,7645.85,296.16,1656.09,0.1472,73.13,Low Propensity (<40%)
IND-4895,Freelance Developer,Traditional Bank,3896.65,190.81,844.01,0.1251,31.68,Low Propensity (<40%)
IND-4896,IT Service Agency,Traditional Bank,16337.54,438.89,3538.71,0.7545,800.99,High Propensity (>75%)
IND-4897,Freelance Developer,PayPal,3479.43,111.76,753.64,0.084,18.99,Low Propensity (<40%)
IND-4898,SaaS Startup,Traditional Bank,30375.81,1237.67,6579.4,0.7839,1547.28,High Propensity (>75%)
IND-4899,Freelance Developer,Stripe,2017.84,38.38,437.06,0.1284,16.84,Low Propensity (<40%)
IND-4900,SaaS Startup,Traditional Bank,19997.13,747.21,4331.38,0.7967,1035.24,High Propensity (>75%)
IND-4901,IT Service Agency,Stripe,35341.44,663.7,7654.96,0.1251,287.29,Low Propensity (<40%)
IND-4902,D2C E-commerce,Payoneer,12435.13,269.78,2693.45,0.1045,84.44,Low Propensity (<40%)
IND-4903,IT Service Agency,Payoneer,30564.78,865.4,6620.33,0.7598,1509.04,High Propensity (>75%)
IND-4904,Freelance Developer,PayPal,5144.5,205.22,1114.3,0.1336,44.66,Low Propensity (<40%)
IND-4905,SaaS Startup,PayPal,16627.03,759.28,3601.41,0.8189,884.76,High Propensity (>75%)
IND-4906,SaaS Startup,PayPal,11467.65,489.25,2483.89,0.8085,602.47,High Propensity (>75%)
IND-4907,IT Service Agency,PayPal,37150.32,1282.83,8046.76,0.7861,1897.67,High Propensity (>75%)
IND-4908,SaaS Startup,PayPal,26440.2,924.79,5726.95,0.7975,1370.17,High Propensity (>75%)
IND-4909,IT Service Agency,Stripe,43695.73,816.3,9464.5,0.098,278.26,Low Propensity (<40%)
IND-4910,IT Service Agency,Payoneer,26902.65,757.41,5827.11,0.762,1332.08,High Propensity (>75%)
IND-4911,IT Service Agency,Payoneer,22487.72,357.97,4870.84,0.0745,108.86,Low Propensity (<40%)
IND-4912,IT Service Agency,Payoneer,32158.12,610.02,6965.45,0.1124,234.88,Low Propensity (<40%)
IND-4913,D2C E-commerce,Traditional Bank,22838.96,1138.79,4946.92,0.8035,1192.46,High Propensity (>75%)
IND-4914,D2C E-commerce,Traditional Bank,18227.99,763.81,3948.18,0.8056,954.2,High Propensity (>75%)
IND-4915,IT Service Agency,PayPal,42039.65,1440.26,9105.79,0.7733,2112.45,High Propensity (>75%)
IND-4916,Freelance Developer,PayPal,6779.71,231.47,1468.49,0.0904,39.82,Low Propensity (<40%)
IND-4917,IT Service Agency,Payoneer,39207.67,1122.64,8492.38,0.7908,2014.73,High Propensity (>75%)
IND-4918,Freelance Developer,PayPal,5241.22,232.13,1135.25,0.1214,41.35,Low Propensity (<40%)
IND-4919,Freelance Developer,PayPal,6324.61,215.91,1369.91,0.1318,54.16,Low Propensity (<40%)
IND-4920,D2C E-commerce,PayPal,12269.17,457.12,2657.5,0.7979,636.13,High Propensity (>75%)
IND-4921,SaaS Startup,Traditional Bank,11513.22,544.81,2493.76,0.796,595.51,High Propensity (>75%)
IND-4922,Freelance Developer,PayPal,6445.99,274.75,1396.2,0.1111,46.54,Low Propensity (<40%)
IND-4923,IT Service Agency,Payoneer,47377.38,1312.98,10261.94,0.7819,2407.14,High Propensity (>75%)
IND-4924,D2C E-commerce,Traditional Bank,9408.84,361.05,2037.95,0.1834,112.13,Low Propensity (<40%)
IND-4925,IT Service Agency,PayPal,43219.21,1940.71,9361.28,0.7892,2216.38,High Propensity (>75%)
IND-4926,Freelance Developer,PayPal,8361.53,298.04,1811.11,0.1512,82.15,Low Propensity (<40%)
